time,yaw_degrees
1887.36,-0.978894
1887.36,-0.967677
1887.36,-0.961583
1887.36,-0.955156
1887.36,-0.948394
1887.36,-0.941297
1887.36,-0.933871
1887.36,-0.926123
1887.36,-0.918063
1887.36,-0.909705
1887.36,-0.901062
1887.36,-0.892129
1887.37,-0.882891
1887.37,-0.873343
1887.37,-0.863485
1887.37,-0.853314
1887.37,-0.84283
1887.37,-0.832031
1887.37,-0.820915
1887.37,-0.809483
1887.38,-0.797731
1887.38,-0.785659
1887.38,-0.773265
1887.38,-0.760548
1887.38,-0.747509
1887.38,-0.734149
1887.38,-0.720469
1887.38,-0.706472
1887.38,-0.692159
1887.38,-0.677532
1887.38,-0.662594
1887.38,-0.647345
1887.39,-0.631787
1887.39,-0.61592
1887.39,-0.599743
1887.39,-0.583256
1887.39,-0.566458
1887.39,-0.549348
1887.39,-0.531925
1887.39,-0.514188
1887.39,-0.496136
1887.39,-0.477769
1887.4,-0.459088
1887.4,-0.440092
1887.4,-0.420782
1887.4,-0.40116
1887.4,-0.381227
1887.4,-0.360984
1887.4,-0.340432
1887.4,-0.319572
1887.4,-0.298405
1887.4,-0.276931
1887.41,-0.255151
1887.41,-0.233064
1887.41,-0.21067
1887.41,-0.187969
1887.41,-0.16496
1887.41,-0.141643
1887.41,-0.118017
1887.41,-0.094084
1887.41,-0.0698426
1887.41,-0.0452934
1887.42,-0.0204372
1887.42,0.00472555
1887.42,0.030194
1887.42,0.0559674
1887.42,0.082045
1887.42,0.108426
1887.42,0.135111
1887.42,0.162098
1887.42,0.189387
1887.43,0.216979
1887.43,0.244873
1887.43,0.273069
1887.43,0.301567
1887.43,0.330367
1887.43,0.359469
1887.43,0.388873
1887.43,0.418578
1887.43,0.448585
1887.43,0.478892
1887.43,0.509499
1887.44,0.540407
1887.44,0.571613
1887.44,0.603118
1887.44,0.634921
1887.44,0.667023
1887.44,0.699421
1887.44,0.732117
1887.44,0.765109
1887.44,0.798398
1887.44,0.831983
1887.45,0.865864
1887.45,0.900041
1887.45,0.934514
1887.45,0.969281
1887.45,1.00434
1887.45,1.0397
1887.45,1.07535
1887.45,1.1113
1887.45,1.14754
1887.45,1.18407
1887.46,1.22086
1887.46,1.2579
1887.46,1.29521
1887.46,1.33276
1887.46,1.37057
1887.46,1.40864
1887.46,1.44695
1887.46,1.48551
1887.46,1.52433
1887.47,1.56339
1887.47,1.64226
1887.47,1.68207
1887.47,1.72213
1887.47,1.76245
1887.47,1.80301
1887.47,1.84382
1887.47,1.88489
1887.48,1.92613
1887.48,1.96743
1887.48,2.00878
1887.48,2.05017
1887.48,2.09159
1887.48,2.133
1887.48,2.17441
1887.48,2.29844
1887.48,2.3397
1887.49,2.38091
1887.49,2.42207
1887.49,2.4632
1887.49,2.50429
1887.49,2.54537
1887.49,2.58645
1887.49,2.62753
1887.49,2.66862
1887.49,2.70974
1887.49,2.75089
1887.49,2.79207
1887.49,2.83328
1887.5,2.87452
1887.5,2.91579
1887.5,2.95708
1887.5,2.99838
1887.5,3.03969
1887.5,3.08099
1887.5,3.12229
1887.51,3.16357
1887.51,3.28728
1887.51,3.32847
1887.51,3.36965
1887.51,3.41081
1887.51,3.45197
1887.51,3.49312
1887.51,3.53427
1887.51,3.57543
1887.52,3.61659
1887.52,3.65777
1887.52,3.74016
1887.52,3.78138
1887.52,3.82261
1887.52,3.86386
1887.52,3.9051
1887.52,3.94636
1887.52,3.98761
1887.53,4.02886
1887.53,4.11135
1887.53,4.15258
1887.53,4.1938
1887.53,4.23502
1887.53,4.27622
1887.53,4.31742
1887.53,4.35862
1887.54,4.3998
1887.54,4.44099
1887.54,4.48218
1887.54,4.52337
1887.54,4.56456
1887.54,4.64696
1887.54,4.68817
1887.54,4.72938
1887.55,4.7706
1887.55,4.89428
1887.55,4.93551
1887.55,4.97673
1887.55,5.01796
1887.55,5.05919
1887.55,5.10041
1887.55,5.14164
1887.55,5.18285
1887.56,5.22407
1887.56,5.26528
1887.56,5.30649
1887.56,5.34769
1887.56,5.3889
1887.56,5.4301
1887.56,5.4713
1887.56,5.5125
1887.56,5.55371
1887.56,5.59491
1887.56,5.63612
1887.56,5.67733
1887.57,5.71854
1887.57,5.75975
1887.57,5.8834
1887.57,5.92462
1887.57,6.04828
1887.58,6.0895
1887.58,6.13072
1887.58,6.17193
1887.58,6.21315
1887.58,6.25436
1887.58,6.29558
1887.58,6.33679
1887.58,6.378
1887.58,6.4192
1887.58,6.46041
1887.59,6.50162
1887.59,6.54283
1887.59,6.58404
1887.59,6.62524
1887.59,6.66645
1887.59,6.70766
1887.59,6.74887
1887.59,6.79008
1887.59,6.8313
1887.59,6.87251
1887.6,6.91372
1887.6,6.95494
1887.6,6.99616
1887.6,7.03737
1887.6,7.07859
1887.6,7.1198
1887.6,7.16102
1887.6,7.20223
1887.6,7.24345
1887.61,7.28466
1887.61,7.32587
1887.61,7.36709
1887.61,7.4083
1887.61,7.44951
1887.61,7.49072
1887.61,7.53193
1887.61,7.57314
1887.61,7.61435
1887.61,7.65556
1887.61,7.69677
1887.62,7.73798
1887.62,7.77919
1887.62,7.8204
1887.62,7.86161
1887.62,7.90282
1887.62,7.94403
1887.62,7.98525
1887.62,8.02647
1887.62,8.06769
1887.62,8.10892
1887.62,8.15015
1887.63,8.19138
1887.63,8.23263
1887.63,8.27388
1887.63,8.31513
1887.63,8.35638
1887.63,8.39763
1887.63,8.43888
1887.63,8.48012
1887.63,8.52136
1887.63,8.56258
1887.64,8.60379
1887.64,8.64499
1887.64,8.68618
1887.64,8.72736
1887.64,8.76853
1887.64,8.8097
1887.64,8.85086
1887.64,8.89202
1887.64,8.93318
1887.64,8.97434
1887.65,9.01552
1887.65,9.0567
1887.65,9.09789
1887.65,9.1391
1887.65,9.18031
1887.65,9.22154
1887.65,9.26277
1887.65,9.34526
1887.65,9.38651
1887.66,9.42776
1887.66,9.46902
1887.66,9.51026
1887.66,9.55151
1887.66,9.59274
1887.66,9.63397
1887.66,9.67519
1887.66,9.71641
1887.66,9.75762
1887.66,9.79882
1887.67,9.84001
1887.67,9.8812
1887.67,9.92238
1887.67,9.96357
1887.67,10.0048
1887.67,10.0871
1887.67,10.1283
1887.67,10.1695
1887.67,10.2107
1887.68,10.2519
1887.68,10.2931
1887.68,10.3343
1887.68,10.3755
1887.68,10.4991
1887.68,10.5404
1887.68,10.5816
1887.68,10.6228
1887.69,10.664
1887.69,10.7877
1887.69,10.8289
1887.69,10.8701
1887.69,10.9114
1887.69,10.9526
1887.7,10.9938
1887.7,11.035
1887.7,11.0762
1887.7,11.1174
1887.7,11.1586
1887.7,11.1998
1887.7,11.241
1887.7,11.2822
1887.7,11.3234
1887.7,11.3646
1887.7,11.4058
1887.71,11.447
1887.71,11.4882
1887.71,11.5294
1887.71,11.5706
1887.71,11.6118
1887.71,11.653
1887.71,11.6942
1887.71,11.7354
1887.71,11.7766
1887.71,11.8178
1887.72,11.859
1887.72,11.9002
1887.72,11.9826
1887.72,12.0238
1887.72,12.0651
1887.72,12.1063
1887.72,12.1475
1887.72,12.1887
1887.72,12.2299
1887.72,12.2711
1887.73,12.3124
1887.73,12.3536
1887.73,12.3948
1887.73,12.436
1887.73,12.4772
1887.73,12.5184
1887.73,12.5596
1887.73,12.6008
1887.73,12.642
1887.73,12.6832
1887.74,12.7244
1887.74,12.7656
1887.74,12.8068
1887.74,12.848
1887.74,12.8892
1887.74,12.9304
1887.74,12.9716
1887.74,13.0128
1887.74,13.054
1887.75,13.0952
1887.75,13.1364
1887.75,13.1776
1887.75,13.2188
1887.75,13.26
1887.75,13.3012
1887.75,13.3424
1887.75,13.3836
1887.75,13.4248
1887.75,13.466
1887.76,13.5072
1887.76,13.5484
1887.76,13.5896
1887.76,13.6308
1887.76,13.672
1887.76,13.7132
1887.76,13.7544
1887.76,13.7956
1887.76,13.8369
1887.76,13.8781
1887.77,13.9193
1887.77,13.9605
1887.77,14.0017
1887.77,14.0429
1887.77,14.0841
1887.77,14.1253
1887.77,14.1665
1887.77,14.2077
1887.77,14.2489
1887.77,14.2901
1887.78,14.3313
1887.78,14.3725
1887.78,14.4137
1887.78,14.4549
1887.78,14.4961
1887.78,14.5373
1887.78,14.5785
1887.78,14.6197
1887.79,14.6609
1887.79,14.7845
1887.79,14.8257
1887.79,14.8669
1887.79,14.9081
1887.79,14.9492
1887.79,14.9904
1887.79,15.0316
1887.8,15.0728
1887.8,15.114
1887.8,15.2376
1887.8,15.2788
1887.8,15.32
1887.8,15.3612
1887.8,15.4023
1887.8,15.4435
1887.81,15.4847
1887.81,15.5259
1887.81,15.5671
1887.81,15.6083
1887.81,15.6495
1887.81,15.6907
1887.81,15.7319
1887.81,15.7731
1887.81,15.8143
1887.81,15.8555
1887.81,15.8967
1887.81,15.9378
1887.82,15.979
1887.82,16.0202
1887.82,16.2262
1887.82,16.2674
1887.82,16.3086
1887.82,16.3498
1887.83,16.3909
1887.83,16.4321
1887.83,16.4733
1887.83,16.5145
1887.83,16.5557
1887.83,16.5969
1887.83,16.6381
1887.83,16.6792
1887.83,16.7204
1887.84,16.7616
1887.84,16.8028
1887.84,16.844
1887.84,16.8851
1887.84,16.9263
1887.84,16.9675
1887.84,17.0087
1887.84,17.0498
1887.84,17.091
1887.84,17.1322
1887.84,17.1733
1887.85,17.2145
1887.85,17.2557
1887.85,17.2968
1887.85,17.338
1887.85,17.3792
1887.85,17.4203
1887.85,17.4615
1887.85,17.5026
1887.85,17.5438
1887.85,17.585
1887.86,17.6261
1887.86,17.6673
1887.86,17.7084
1887.86,17.7496
1887.86,17.7907
1887.86,17.8319
1887.86,17.873
1887.86,17.9142
1887.86,17.9553
1887.86,17.9965
1887.87,18.0376
1887.87,18.0788
1887.87,18.1199
1887.87,18.1611
1887.87,18.2022
1887.87,18.2433
1887.87,18.2845
1887.87,18.3256
1887.87,18.3667
1887.87,18.4079
1887.87,18.449
1887.88,18.4901
1887.88,18.5313
1887.88,18.5724
1887.88,18.6135
1887.88,18.6546
1887.88,18.6957
1887.88,18.7369
1887.88,18.778
1887.88,18.8191
1887.88,18.8602
1887.88,18.9013
1887.89,18.9424
1887.89,19.189
1887.89,19.23
1887.89,19.2711
1887.9,19.3122
1887.9,19.3532
1887.9,19.3943
1887.9,19.4354
1887.9,19.4764
1887.9,19.5175
1887.9,19.5585
1887.9,19.6816
1887.91,19.7226
1887.91,19.8456
1887.91,19.8866
1887.91,19.9276
1887.91,19.9686
1887.91,20.0096
1887.91,20.0505
1887.91,20.0915
1887.92,20.1324
1887.92,20.1733
1887.92,20.2143
1887.92,20.2552
1887.92,20.2961
1887.92,20.337
1887.92,20.3779
1887.92,20.4187
1887.92,20.4596
1887.92,20.5004
1887.92,20.5413
1887.93,20.5821
1887.93,20.6229
1887.93,20.6636
1887.93,20.7044
1887.93,20.7451
1887.93,20.7858
1887.93,20.8265
1887.93,20.8671
1887.93,20.9077
1887.94,20.9483
1887.94,20.9888
1887.94,21.0293
1887.94,21.0698
1887.94,21.1102
1887.94,21.1506
1887.94,21.191
1887.94,21.2313
1887.94,21.2715
1887.94,21.3117
1887.95,21.3519
1887.95,21.392
1887.95,21.432
1887.95,21.472
1887.95,21.512
1887.95,21.5519
1887.95,21.5917
1887.95,21.6314
1887.95,21.6711
1887.96,21.7108
1887.96,21.7503
1887.96,21.7898
1887.96,21.8292
1887.96,21.8686
1887.96,21.9078
1887.96,21.947
1887.96,21.9861
1887.96,22.0252
1887.96,22.0641
1887.96,22.103
1887.97,22.1418
1887.97,22.1804
1887.97,22.219
1887.97,22.2575
1887.97,22.296
1887.97,22.3343
1887.97,22.3725
1887.97,22.4106
1887.98,22.4487
1887.98,22.4866
1887.98,22.5244
1887.98,22.5622
1887.98,22.5998
1887.98,22.6374
1887.98,22.6748
1887.98,22.7122
1887.99,22.7494
1887.99,22.9342
1887.99,22.9708
1887.99,23.0074
1887.99,23.0439
1887.99,23.0803
1887.99,23.1166
1887.99,23.1528
1887.99,23.189
1887.99,23.225
1888,23.261
1888,23.2969
1888,23.3327
1888,23.3684
1888,23.404
1888,23.4396
1888,23.4751
1888.01,23.5104
1888.01,23.5457
1888.01,23.5809
1888.01,23.6511
1888.01,23.6861
1888.01,23.721
1888.01,23.7558
1888.01,23.7905
1888.01,23.8251
1888.01,23.8597
1888.01,23.8941
1888.02,23.9285
1888.02,23.9628
1888.02,23.997
1888.02,24.0311
1888.02,24.0651
1888.02,24.0991
1888.02,24.1329
1888.02,24.1667
1888.02,24.2004
1888.02,24.234
1888.03,24.2675
1888.03,24.3009
1888.03,24.3342
1888.03,24.3675
1888.03,24.4006
1888.03,24.4337
1888.03,24.4667
1888.03,24.4996
1888.03,24.5324
1888.03,24.5651
1888.04,24.5978
1888.04,24.6303
1888.04,24.6628
1888.04,24.6951
1888.04,24.7274
1888.04,24.7596
1888.04,24.7917
1888.05,24.8237
1888.05,24.9509
1888.05,24.9825
1888.05,25.0139
1888.05,25.0453
1888.05,25.0767
1888.05,25.1079
1888.05,25.139
1888.05,25.1701
1888.05,25.2011
1888.06,25.232
1888.06,25.2628
1888.06,25.2936
1888.06,25.3243
1888.06,25.4464
1888.06,25.4768
1888.06,25.5072
1888.06,25.5375
1888.07,25.5677
1888.07,25.5979
1888.07,25.6281
1888.07,25.6582
1888.07,25.6882
1888.07,25.7182
1888.07,25.7482
1888.07,25.7781
1888.07,25.808
1888.08,25.8379
1888.08,25.8677
1888.08,25.8975
1888.08,25.9273
1888.08,25.9571
1888.08,25.9868
1888.08,26.0164
1888.08,26.0461
1888.08,26.0757
1888.09,26.1053
1888.09,26.1349
1888.09,26.1645
1888.09,26.312
1888.09,26.3415
1888.09,26.3709
1888.09,26.4004
1888.09,26.4298
1888.1,26.4592
1888.1,26.4886
1888.1,26.5181
1888.1,26.5475
1888.1,26.5769
1888.1,26.6063
1888.1,26.6357
1888.1,26.6652
1888.11,26.6946
1888.11,26.724
1888.11,26.7535
1888.11,26.7829
1888.11,26.8124
1888.11,26.8418
1888.11,26.8713
1888.11,26.9008
1888.11,26.9304
1888.11,26.9599
1888.11,26.9894
1888.12,27.019
1888.12,27.0486
1888.12,27.0782
1888.12,27.1079
1888.12,27.1375
1888.12,27.1672
1888.12,27.1969
1888.12,27.2267
1888.12,27.2565
1888.12,27.2863
1888.12,27.3161
1888.13,27.346
1888.13,27.3759
1888.13,27.4059
1888.13,27.4359
1888.13,27.4659
1888.13,27.496
1888.13,27.5262
1888.13,27.5563
1888.13,27.5866
1888.13,27.6168
1888.14,27.6471
1888.14,27.6775
1888.14,27.7079
1888.14,27.7384
1888.14,27.7689
1888.14,27.7995
1888.14,27.8302
1888.14,27.8609
1888.14,27.8916
1888.15,27.9224
1888.15,27.9533
1888.15,27.9843
1888.15,28.0464
1888.15,28.0775
1888.15,28.1088
1888.15,28.1401
1888.15,28.1714
1888.15,28.2342
1888.16,28.2657
1888.16,28.2972
1888.16,28.3287
1888.16,28.3602
1888.16,28.3918
1888.16,28.4233
1888.16,28.4548
1888.16,28.4862
1888.16,28.5176
1888.16,28.549
1888.17,28.5803
1888.17,28.6115
1888.17,28.6426
1888.17,28.6737
1888.17,28.7048
1888.17,28.7357
1888.17,28.7666
1888.18,28.7974
1888.18,28.8282
1888.18,28.859
1888.18,28.8897
1888.18,28.9204
1888.18,28.951
1888.18,28.9817
1888.18,29.0123
1888.18,29.043
1888.19,29.0737
1888.19,29.1044
1888.19,29.3208
1888.19,29.3519
1888.19,29.4454
1888.19,29.4766
1888.2,29.5078
1888.2,29.5391
1888.2,29.7262
1888.21,29.7573
1888.21,29.8195
1888.21,29.8505
1888.21,29.8816
1888.21,29.9126
1888.21,29.9436
1888.21,29.9747
1888.21,30.0057
1888.21,30.0368
1888.21,30.068
1888.21,30.0991
1888.22,30.1303
1888.22,30.1615
1888.22,30.1928
1888.22,30.2555
1888.22,30.287
1888.22,30.3184
1888.22,30.35
1888.22,30.3815
1888.22,30.4131
1888.23,30.4447
1888.23,30.4764
1888.23,30.508
1888.23,30.6349
1888.23,30.6666
1888.23,30.6983
1888.23,30.7301
1888.24,30.7619
1888.24,30.7936
1888.24,30.8254
1888.24,30.8573
1888.24,30.8891
1888.24,30.921
1888.24,30.9529
1888.25,30.9849
1888.25,31.1453
1888.25,31.1776
1888.26,31.2099
1888.26,31.4046
1888.26,31.4372
1888.26,31.4698
1888.26,31.5025
1888.26,31.5352
1888.26,31.5679
1888.26,31.6007
1888.26,31.6335
1888.26,31.6664
1888.27,31.6992
1888.27,31.7322
1888.27,31.7651
1888.27,31.7982
1888.27,31.8312
1888.27,31.9307
1888.27,31.964
1888.28,31.9974
1888.28,32.0308
1888.28,32.0642
1888.28,32.0977
1888.28,32.1313
1888.28,32.1649
1888.28,32.1986
1888.28,32.2324
1888.28,32.2661
1888.28,32.3
1888.28,32.3339
1888.29,32.3678
1888.29,32.4018
1888.29,32.4359
1888.29,32.47
1888.29,32.5042
1888.29,32.5384
1888.29,32.5727
1888.29,32.607
1888.3,32.6414
1888.3,32.7104
1888.3,32.745
1888.3,32.7797
1888.3,32.8144
1888.3,32.8492
1888.3,32.884
1888.3,32.9189
1888.3,32.9539
1888.3,32.989
1888.3,33.0241
1888.31,33.0593
1888.31,33.0946
1888.31,33.1299
1888.31,33.1653
1888.31,33.2008
1888.31,33.2363
1888.31,33.2719
1888.31,33.3076
1888.31,33.3433
1888.31,33.3791
1888.31,33.415
1888.32,33.451
1888.32,33.487
1888.32,33.5593
1888.32,33.5955
1888.32,33.7047
1888.32,33.7413
1888.32,33.778
1888.33,33.8147
1888.33,33.8515
1888.33,33.8884
1888.33,33.9253
1888.33,33.9624
1888.33,33.9995
1888.33,34.0367
1888.33,34.074
1888.33,34.1113
1888.34,34.1488
1888.34,34.1863
1888.34,34.2239
1888.34,34.2616
1888.34,34.2994
1888.34,34.3373
1888.34,34.3752
1888.34,34.4132
1888.34,34.4514
1888.35,34.4896
1888.35,34.5279
1888.35,34.5663
1888.35,34.6048
1888.35,34.6433
1888.36,34.682
1888.36,34.7985
1888.36,34.8375
1888.36,34.9159
1888.36,34.9552
1888.36,34.9946
1888.36,35.0341
1888.36,35.0737
1888.36,35.1133
1888.36,35.1531
1888.36,35.193
1888.36,35.233
1888.36,35.273
1888.37,35.3132
1888.37,35.3535
1888.37,35.3938
1888.37,35.4343
1888.37,35.4749
1888.37,35.5155
1888.37,35.5563
1888.37,35.5972
1888.37,35.6381
1888.37,35.6792
1888.38,35.7204
1888.38,35.7616
1888.38,35.8029
1888.38,35.8442
1888.38,35.8856
1888.38,35.9269
1888.38,35.9683
1888.38,36.0097
1888.38,36.0511
1888.38,36.0924
1888.39,36.1338
1888.39,36.1751
1888.39,36.2163
1888.39,36.2576
1888.39,36.2988
1888.39,36.34
1888.39,36.3811
1888.39,36.4222
1888.39,36.4633
1888.39,36.5044
1888.39,36.5454
1888.4,36.5865
1888.4,36.6276
1888.4,36.6687
1888.4,36.7098
1888.4,36.7509
1888.4,36.792
1888.4,36.8332
1888.4,36.8744
1888.4,36.9156
1888.4,36.9568
1888.41,36.9981
1888.41,37.0393
1888.41,37.0806
1888.41,37.1219
1888.41,37.1632
1888.41,37.2045
1888.41,37.2457
1888.41,37.287
1888.41,37.3282
1888.41,37.3694
1888.41,37.4106
1888.41,37.4518
1888.42,37.493
1888.42,37.6164
1888.42,37.6576
1888.43,37.6987
1888.43,37.8633
1888.43,37.9045
1888.43,37.9457
1888.43,37.9869
1888.43,38.0281
1888.43,38.193
1888.44,38.2342
1888.44,38.3167
1888.44,38.3579
1888.44,38.3991
1888.44,38.4403
1888.44,38.4815
1888.44,38.5227
1888.44,38.5639
1888.45,38.605
1888.45,38.6462
1888.45,38.6874
1888.45,38.7285
1888.45,38.7697
1888.45,38.8109
1888.45,38.8521
1888.45,38.8932
1888.45,38.9344
1888.45,38.9756
1888.46,39.0168
1888.46,39.1404
1888.46,39.1816
1888.46,39.2228
1888.46,39.2641
1888.46,39.3053
1888.46,39.3465
1888.46,39.3877
1888.46,39.4289
1888.47,39.4701
1888.47,39.5113
1888.47,39.5524
1888.47,39.5936
1888.47,39.6348
1888.47,39.676
1888.47,39.7172
1888.47,39.7584
1888.47,39.7996
1888.47,39.8407
1888.48,39.8819
1888.48,39.9231
1888.48,39.9643
1888.48,40.0055
1888.48,40.0467
1888.48,40.0879
1888.48,40.1291
1888.48,40.1703
1888.48,40.2115
1888.48,40.2527
1888.49,40.2939
1888.49,40.3351
1888.49,40.3763
1888.49,40.4175
1888.49,40.4587
1888.49,40.4999
1888.49,40.5411
1888.49,40.5823
1888.49,40.6235
1888.49,40.6646
1888.5,40.7058
1888.5,40.747
1888.5,40.7882
1888.5,40.8294
1888.5,40.8706
1888.5,40.9942
1888.5,41.0354
1888.51,41.0766
1888.51,41.1178
1888.51,41.159
1888.51,41.2002
1888.51,41.2414
1888.51,41.3649
1888.51,41.4061
1888.51,41.4473
1888.52,41.4885
1888.52,41.5297
1888.52,41.7769
1888.52,41.8181
1888.52,41.8593
1888.53,41.9005
1888.53,41.9417
1888.53,41.9828
1888.53,42.024
1888.53,42.0652
1888.53,42.1064
1888.53,42.1476
1888.53,42.1888
1888.53,42.23
1888.54,42.2712
1888.54,42.3124
1888.54,42.3948
1888.54,42.436
1888.54,42.4772
1888.54,42.5184
1888.54,42.5596
1888.54,42.6008
1888.54,42.642
1888.54,42.6832
1888.55,42.7244
1888.55,42.7655
1888.55,42.8067
1888.55,42.8479
1888.55,42.8891
1888.55,42.9303
1888.55,42.9715
1888.55,43.0127
1888.55,43.0539
1888.55,43.0951
1888.56,43.1363
1888.56,43.1775
1888.56,43.2187
1888.56,43.2599
1888.56,43.3011
1888.56,43.3423
1888.56,43.3835
1888.56,43.4247
1888.56,43.4659
1888.56,43.5071
1888.57,43.5483
1888.57,43.5894
1888.57,43.6306
1888.57,43.6718
1888.57,43.713
1888.57,43.7542
1888.57,43.7954
1888.57,43.8366
1888.57,43.8778
1888.58,43.919
1888.58,43.9602
1888.58,44.0014
1888.58,44.0426
1888.58,44.0838
1888.58,44.125
1888.58,44.2074
1888.58,44.2486
1888.58,44.2898
1888.59,44.331
1888.59,44.4546
1888.59,44.4958
1888.59,44.5369
1888.59,44.5781
1888.59,44.6193
1888.59,44.6605
1888.59,44.7017
1888.59,44.7429
1888.6,44.7841
1888.6,44.8253
1888.6,44.8665
1888.6,44.9077
1888.6,44.9489
1888.6,44.9901
1888.6,45.0313
1888.6,45.0725
1888.6,45.1137
1888.6,45.1549
1888.61,45.1961
1888.61,45.2373
1888.61,45.2785
1888.61,45.3197
1888.61,45.3609
1888.61,45.4433
1888.61,45.4845
1888.61,45.5257
1888.62,45.5669
1888.62,45.6904
1888.62,45.7316
1888.62,45.814
1888.62,45.8552
1888.62,45.9788
1888.63,46.02
1888.63,46.0612
1888.63,46.1024
1888.63,46.1436
1888.63,46.1848
1888.63,46.226
1888.63,46.2672
1888.63,46.3084
1888.63,46.3496
1888.64,46.3908
1888.64,46.432
1888.64,46.4732
1888.64,46.5144
1888.64,46.5556
1888.64,46.5968
1888.64,46.638
1888.64,46.6792
1888.64,46.7204
1888.64,46.7616
1888.64,46.8028
1888.64,46.844
1888.65,46.8852
1888.65,46.9264
1888.65,46.9676
1888.65,47.0088
1888.65,47.05
1888.65,47.0912
1888.65,47.1324
1888.65,47.1736
1888.65,47.2147
1888.65,47.2559
1888.66,47.2971
1888.66,47.3383
1888.66,47.3795
1888.66,47.4207
1888.66,47.4619
1888.66,47.5031
1888.66,47.5443
1888.66,47.5855
1888.66,47.6267
1888.66,47.6679
1888.67,47.7091
1888.67,47.7503
1888.67,47.7915
1888.67,47.8327
1888.67,47.8739
1888.67,47.9563
1888.67,47.9975
1888.67,48.0387
1888.67,48.0799
1888.68,48.1211
1888.68,48.1623
1888.68,48.2035
1888.68,48.2447
1888.68,48.2859
1888.68,48.3271
1888.68,48.3683
1888.68,48.4095
1888.68,48.4507
1888.68,48.4919
1888.69,48.5331
1888.69,48.5743
1888.69,48.6155
1888.69,48.6567
1888.69,48.6979
1888.69,48.7391
1888.69,48.7803
1888.69,48.8215
1888.69,48.8627
1888.69,48.9039
1888.7,48.9451
1888.7,48.9863
1888.7,49.0275
1888.7,49.0687
1888.7,49.1099
1888.7,49.2335
1888.71,49.2747
1888.71,49.3983
1888.71,49.4395
1888.71,49.4807
1888.71,49.5219
1888.71,49.5631
1888.71,49.6043
1888.72,49.6455
1888.72,49.7691
1888.73,49.8103
1888.73,50.3047
1888.73,50.3459
1888.73,50.3871
1888.73,50.4283
1888.73,50.4695
1888.73,50.5107
1888.73,50.5519
1888.74,50.5931
1888.74,50.6343
1888.74,50.6755
1888.74,50.7167
1888.74,50.7579
1888.74,50.7991
1888.74,50.8403
1888.74,50.8815
1888.75,50.9227
1888.75,51.0051
1888.75,51.0463
1888.75,51.0875
1888.75,51.1287
1888.75,51.1699
1888.75,51.2111
1888.75,51.2523
1888.75,51.2935
1888.75,51.3347
1888.76,51.3759
1888.76,51.4171
1888.76,51.4583
1888.76,51.4995
1888.76,51.5407
1888.76,51.5819
1888.76,51.6231
1888.76,51.6643
1888.76,51.7055
1888.76,51.7467
1888.76,51.7879
1888.77,51.8291
1888.77,51.8703
1888.77,51.9115
1888.77,51.9527
1888.77,51.9939
1888.77,52.0351
1888.77,52.0764
1888.77,52.1176
1888.77,52.1588
1888.78,52.2
1888.78,52.2412
1888.78,52.2824
1888.78,52.3236
1888.78,52.3648
1888.78,52.406
1888.78,52.4472
1888.78,52.4884
1888.78,52.5296
1888.78,52.5708
1888.79,52.612
1888.79,52.6532
1888.79,52.6944
1888.79,52.7356
1888.79,52.7768
1888.79,52.818
1888.79,52.9004
1888.79,52.9416
1888.79,52.9828
1888.8,53.024
1888.8,53.1888
1888.8,53.23
1888.8,53.2712
1888.8,53.3124
1888.8,53.3536
1888.8,53.3948
1888.81,53.436
1888.81,53.4772
1888.81,53.5185
1888.81,53.5597
1888.81,53.6009
1888.81,53.6421
1888.81,53.6833
1888.81,53.7245
1888.81,53.7657
1888.81,53.8069
1888.81,53.8481
1888.81,53.8893
1888.82,53.9305
1888.82,53.9717
1888.82,54.0953
1888.82,54.1365
1888.82,54.1777
1888.82,54.2189
1888.83,54.2601
1888.83,54.3013
1888.83,54.5074
1888.83,54.5486
1888.83,54.5898
1888.83,54.631
1888.84,54.6722
1888.84,54.7134
1888.84,54.7546
1888.84,54.7958
1888.84,54.837
1888.84,54.8782
1888.84,54.9194
1888.85,54.9606
1888.85,55.1254
1888.85,55.1666
1888.85,55.249
1888.85,55.2902
1888.85,55.3315
1888.85,55.3727
1888.85,55.4139
1888.85,55.4551
1888.86,55.4963
1888.86,55.5375
1888.86,55.5787
1888.86,55.6199
1888.86,55.6611
1888.86,55.7023
1888.86,55.7435
1888.86,55.7847
1888.86,55.8259
1888.86,55.8671
1888.86,55.9083
1888.87,55.9495
1888.87,55.9907
1888.87,56.1556
1888.87,56.1968
1888.87,56.238
1888.87,56.2792
1888.87,56.3204
1888.88,56.3616
1888.88,56.444
1888.88,56.4852
1888.88,56.5264
1888.88,56.5676
1888.88,56.6088
1888.88,56.65
1888.89,56.6913
1888.89,56.8973
1888.89,56.9385
1888.89,56.9797
1888.89,57.0209
1888.89,57.0621
1888.9,57.1033
1888.9,57.1857
1888.9,57.2269
1888.9,57.2681
1888.9,57.3094
1888.9,57.3506
1888.9,57.3918
1888.9,57.433
1888.9,57.4742
1888.9,57.5154
1888.9,57.5566
1888.9,57.5978
1888.91,57.639
1888.91,57.6802
1888.91,57.7214
1888.91,57.7626
1888.91,57.8038
1888.91,57.8451
1888.91,57.8863
1888.91,57.9275
1888.91,57.9687
1888.92,58.0099
1888.92,58.0511
1888.92,58.0923
1888.92,58.1335
1888.92,58.1747
1888.92,58.2159
